X,Y,OBJECTID,Fuel_Type_Code,Station_Name,Street_Address,Intersection_Directions,City,State,ZIP,Station_Phone,Expected_Date,Groups_With_Access_Code,Access_Days_Time,Cards_Accepted,EV_Level1_EVSE_Num,EV_Level2_EVSE_Num,EV_DC_Fast_Count,EV_Network,EV_Network_Web,Latitude,Longitude,Date_Last_Confirmed,ID,Updated_At,Federal_Agency_Name,Open_Date,EV_Connector_Types,Access_Code,Access_Detail_Code,Facility_Type,EV_Pricing,EV_On_Site_Renewable_Source
-76.135433,40.2325520000001,2585,ELEC,DENVER BOROUGH MAIN STREET,341 Cherry St,,Denver,PA,17517,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.232552,-76.135433,2022/08/19 00:00:00+00,156299,2022/08/19 01:18:27,,2020/05/15 00:00:00+00,J1772,public,,,,
-75.340254,40.032784,2586,ELEC,VILLANOVA ITHAN GARAGE 2,800 Lancaster Ave I-1 garage off of Ithan Ave,,Villanova,PA,19010,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.032784,-75.340254,2022/08/19 00:00:00+00,156814,2022/08/19 01:18:53,,2020/05/27 00:00:00+00,J1772,public,,,,
-75.36861,40.0416200000001,2587,ELEC,BDN 555 LANCASTER 1,555 Lancaster Ave,,Radnor,PA,19087,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.04162,-75.36861,2022/08/19 00:00:00+00,156815,2022/08/19 01:17:43,,2020/05/27 00:00:00+00,J1772,public,,,,
-75.6879979999999,40.06485,2588,ELEC,Bentley Systems Inc,685 Stockton Dr,,Exton,PA,19341,800-236-8539,,Public,24 hours daily,,,4,,Non-Networked,,40.06485,-75.687998,2020/06/09 00:00:00+00,157949,2021/03/11 23:22:17,,2020/05/15 00:00:00+00,J1772,public,,OFFICE_BLDG,,
-75.568565,39.908325,2589,ELEC,OTTO'S BMW-MINI DC FAST CHARGER,1275 Wilmington Pike,,West Chester,PA,19382,888-758-4389,,Public,24 hours daily,,,,1,ChargePoint Network,http://www.chargepoint.com/,39.908325,-75.568565,2022/08/19 00:00:00+00,162528,2022/08/19 01:19:00,,2020/06/12 00:00:00+00,J1772COMBO,public,,,,
-76.070655,40.1799970000001,2590,ELEC,Red Run Mennonite Church,987 Martin Church Rd,,Denver,PA,17517,717-669-6580,,Public,6am-10pm daily,,,4,,Non-Networked,,40.179997,-76.070655,2020/07/13 00:00:00+00,163559,2021/03/11 23:22:17,,2019/06/01 00:00:00+00,J1772,public,,PLACE_OF_WORSHIP,Free,SOLAR
-76.19605,40.154596,2591,ELEC,Mennonite Central Committee,21 S 12th St,,Akron,PA,17501,717-669-6580,,Public,6am-10pm daily,,,2,,EV Connect,http://evconnect.com/,40.154596,-76.19605,2021/10/12 00:00:00+00,163560,2021/12/06 18:36:15,,2020/05/01 00:00:00+00,J1772,public,,PLACE_OF_WORSHIP,Free,SOLAR
-76.2286319999999,40.029796,2592,ELEC,Avid Lancaster Hotel,2151 Lincoln Hwy E,,Lancaster,PA,17569,717-299-8971,,Public,"6am-10pm daily; guest use only",,,4,,EV Connect,http://evconnect.com/,40.029796,-76.228632,2021/08/04 00:00:00+00,163562,2021/12/06 18:36:15,,2020/07/30 00:00:00+00,J1772,public,,HOSPITAL,Free,
-75.5291369999999,40.053346,2593,ELEC,WSPT20VSP 2 WEST LIBERTY,2 W Liberty Blvd,,Malvern,PA,19355,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.053346,-75.529137,2022/08/19 00:00:00+00,163609,2022/08/19 01:17:44,,2020/06/25 00:00:00+00,J1772,public,,,,
-76.732834,39.9829100000001,2594,ELEC,1ST CAPITAL HD DCFAST HOG,190 Arsenal Rd,,York,PA,17404,888-758-4389,,Public,24 hours daily,,,,1,ChargePoint Network,http://www.chargepoint.com/,39.98291,-76.732834,2022/08/19 00:00:00+00,163832,2022/08/19 01:19:51,,2020/07/03 00:00:00+00,J1772COMBO,public,,,,
-76.0968819999999,40.2210040000001,2595,ELEC,Tru by Hilton - Denver,400 N Reamstown Rd,,Denver,PA,17517,866-816-7584,,Public - Credit card at all times,24 hours daily,A D Debit M V,,4,,EV Connect,http://evconnect.com/,40.221004,-76.096882,2020/07/13 00:00:00+00,163942,2021/03/11 23:22:17,,2020/06/26 00:00:00+00,J1772,public,CREDIT_CARD_ALWAYS,MULTI_UNIT_DWELLING,,
-75.1741069999999,39.9503120000001,2596,ELEC,Rittenhouse Parking Garage,2000 Walnut St,,Philadelphia,PA,19103,866-816-7584,,Public - Credit card at all times,"24 hours daily; see valet for access",A D Debit M V,,2,,EV Connect,http://evconnect.com/,39.950312,-75.174107,2020/07/13 00:00:00+00,163944,2021/03/11 23:22:17,,2020/06/26 00:00:00+00,J1772,public,CREDIT_CARD_ALWAYS,PARKING_GARAGE,,
-75.465139,40.0605800000001,2597,ELEC,BDN SOUTHPOINT 1 2,1160 W Swedesford Rd,,Berwyn,PA,19312,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.06058,-75.465139,2022/08/19 00:00:00+00,164244,2022/08/19 00:57:02,,2020/07/15 00:00:00+00,J1772,public,,,,
-75.1781076,39.9586233000001,2598,ELEC,Edgewater Apartments,2323 Race Street,,Philadelphia,PA,19103,800-663-5633,,Public,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,6,,SemaCharge Network,https://semaconnect.com/,39.9586233,-75.1781076,2022/08/19 00:00:00+00,164263,2022/08/19 00:33:27,,2020/07/16 00:00:00+00,J1772,public,,,"$0.00-$3.00/Hr Variable Parking Fee, $0.30/kWh Energy Fee",
-76.9599279999999,39.7693370000001,2599,ELEC,Burkentine Builders Stations,"1454 Baltimore St 
Suite A",,Hanover,PA,17331,800-663-5633,,Public,"MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified",,,4,,SemaCharge Network,https://semaconnect.com/,39.769337,-76.959928,2022/08/19 00:00:00+00,164443,2022/08/19 00:33:27,,2020/07/23 00:00:00+00,J1772,public,,,$0.00-$15.00/Hr Variable Parking Fee,
-77.7543899999999,40.65047,2600,ELEC,Greenwood Furnace State Park,15795 Greenwood Rd,,Huntingdon,PA,16652,814-667-1800,,Public,24 hours daily,,,2,,Non-Networked,,40.65047,-77.75439,2020/08/05 00:00:00+00,164474,2021/03/11 23:22:17,,2020/07/01 00:00:00+00,J1772,public,,PARK,Free,
-75.1334199999999,40.173189,2601,ELEC,WSPT HORSHAM 200 GIBRALTAR,200 Gibraltar Rd,,Horsham,PA,19044,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.173189,-75.13342,2022/08/19 00:00:00+00,164530,2022/08/19 01:19:21,,2020/07/25 00:00:00+00,J1772,public,,,,
-75.140746,40.16715,2602,ELEC,WSPT HORSHAM 5 WALNUT,5 Walnut Grove Dr,,Horsham,PA,19044,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.16715,-75.140746,2022/08/19 00:00:00+00,164532,2022/08/19 01:19:07,,2020/07/25 00:00:00+00,J1772,public,,,,
-75.150901,40.1690350000001,2603,ELEC,WSPT HORSHAM 455 BCD,455 Business Center Dr,,Horsham,PA,19044,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.169035,-75.150901,2022/08/19 00:00:00+00,164588,2022/08/19 01:19:21,,2020/07/28 00:00:00+00,J1772,public,,,,
-75.1970929999999,39.947906,2605,ELEC,Impark - Health Center Garage,426 Curie Blvd,"Employee Monthly Parking Garage.
",Philadelphia,PA,19104,888-998-2546,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,3,,Blink Network,http://www.blinkcharging.com/,39.947906,-75.197093,2022/08/18 00:00:00+00,164756,2022/08/18 22:55:19,,2020/08/01 00:00:00+00,J1772,public,,,Level 2: $0.49 per kWh,
-75.826093,40.0698360000001,2606,ELEC,THE GOLF ZONE GOLF ZONE EV1,1839 Horseshoe Pike,,Honey Brook,PA,19344,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.069836,-75.826093,2022/08/19 00:00:00+00,164804,2022/08/19 01:20:56,,2020/08/01 00:00:00+00,J1772,public,,,,
-75.218195,40.156822,2607,ELEC,Ambler Beverage Exchange,239 E Butler Ave,,Ambler,PA,19002,267-470-4854,,Public,24 hours daily,,,2,,Non-Networked,,40.156822,-75.218195,2020/09/03 00:00:00+00,165145,2021/03/11 23:22:17,,2020/07/31 00:00:00+00,J1772,public,,BREWERY_DISTILLERY_WINERY,,
-75.5822919999999,39.973623,2608,ELEC,WEST GOSHEN STATION 1,466 N 5 Points Rd,,West Chester,PA,19380,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.973623,-75.582292,2022/08/19 00:00:00+00,165787,2022/08/19 01:21:45,,2020/08/29 00:00:00+00,J1772,public,,,,
-76.20899,40.1495330000001,2610,ELEC,Sam's Auto,350C S 7th St,,Akron,PA,17501,717-203-4350,,Public,24 hours daily,,,2,,Non-Networked,,40.149533,-76.20899,2021/02/15 00:00:00+00,166447,2021/08/04 00:01:52,,2018/12/18 00:00:00+00,J1772,public,,AUTO_REPAIR,Free,
-75.285603,40.2415950000001,2611,ELEC,Lansdale Borough Hall,110 Courtland St,,Lansdale,PA,19446,215-368-1691,,Public - Credit card at all times,24 hours daily,CREDIT,,2,,Non-Networked,,40.241595,-75.285603,2022/08/10 00:00:00+00,166449,2022/08/10 13:32:10,,2019/06/12 00:00:00+00,J1772,public,CREDIT_CARD_ALWAYS,MUNI_GOV,Free,
-75.285432,40.255889,2612,ELEC,Lansdale Electric Plant,649 W Ninth St,,Lansdale,PA,19447,215-368-1691,,Public - Credit card at all times,24 hours daily,CREDIT,,2,,Non-Networked,,40.255889,-75.285432,2022/08/10 00:00:00+00,166450,2022/08/10 13:32:10,,2019/06/13 00:00:00+00,J1772,public,CREDIT_CARD_ALWAYS,MUNI_GOV,Free,
-75.286868,40.2432450000001,2613,ELEC,Susquahanna Lot,304 W Main St,,Lansdale,PA,19448,215-368-1691,,Public - Credit card at all times,24 hours daily,CREDIT,,2,,Non-Networked,,40.243245,-75.286868,2022/08/10 00:00:00+00,166451,2022/08/10 13:32:10,,2019/06/14 00:00:00+00,J1772,public,CREDIT_CARD_ALWAYS,MUNI_GOV,Free,
-75.285602,40.2435540000001,2614,ELEC,Madison Lansdale Station Apartments Lansdale,325 Madison St,,Lansdale,PA,19449,215-368-1691,,Public - Credit card at all times,24 hours daily,CREDIT,,2,,Non-Networked,,40.243554,-75.285602,2022/08/10 00:00:00+00,166452,2022/08/10 13:32:10,,2019/06/15 00:00:00+00,J1772,public,CREDIT_CARD_ALWAYS,MULTI_UNIT_DWELLING,Free,
-75.287928,40.242149,2615,ELEC,Vine St Lot,50 Susquehanna Ave,,Lansdale,PA,19450,215-368-1691,,Public - Credit card at all times,24 hours daily,CREDIT,,2,,Non-Networked,,40.242149,-75.287928,2022/08/10 00:00:00+00,166453,2022/08/10 13:32:10,,2019/06/16 00:00:00+00,J1772,public,CREDIT_CARD_ALWAYS,MUNI_GOV,Free,
-76.906007,40.2386300000001,2616,ELEC,Autobahn Speedway,1001 Bosler Ave,,Lemoyne,PA,17043,717-695-4000,,Public,24 hours daily,,,2,,Non-Networked,,40.23863,-76.906007,2022/08/10 00:00:00+00,166455,2022/08/10 13:32:10,,2019/03/26 00:00:00+00,J1772,public,,OTHER_ENTERTAINMENT,Free,
-77.418413125,40.280815734,2617,ELEC,Colonel Denning State Park,1599 Doubling Gap Rd,,Newville,PA,17241,717-776-5272,,Public,24 hours daily,,,2,,Non-Networked,,40.2808157344758,-77.4184131249924,2021/02/15 00:00:00+00,166456,2021/08/04 00:01:52,,2019/08/23 00:00:00+00,J1772,public,,PARK,Free,
-75.792986,40.198245,2618,ELEC,French Creek State Park,843 Park Rd,,Elverson,PA,19520,610-582-9680,,Public,24 hours daily,,,2,,Non-Networked,,40.198245,-75.792986,2021/02/15 00:00:00+00,166458,2021/08/04 00:01:52,,2019/08/02 00:00:00+00,J1772,public,,PARK,Free,
-76.0584489999999,40.24096,2619,ELEC,Adamstown Area Library,3000 N Reading Rd,,Adamstown,PA,19501,717-669-6580,,Public,24 hours daily,,,6,,EV Connect,http://evconnect.com/,40.24096,-76.058449,2021/08/04 00:00:00+00,166460,2021/12/06 18:36:15,,2019/11/26 00:00:00+00,J1772,public,,LIBRARY,Free,
-77.1962559999999,40.201647,2620,ELEC,Dickinson College,272 W High St,,Carlisle,PA,17013,717-243-5121,,Public,"8am-5pm M-F college use only; open to public at all other times",,,2,,Non-Networked,,40.201647,-77.196256,2021/02/15 00:00:00+00,166462,2021/08/04 00:01:52,,2019/12/09 00:00:00+00,J1772,public,,COLLEGE_CAMPUS,,
-77.1979019999999,40.2035910000001,2621,ELEC,Dickinson College,360 W Louther St,,Carlisle,PA,17013,717-243-5121,,Public,"8am-5pm M-F college use only; open to public at all other times",,,2,,Non-Networked,,40.203591,-77.197902,2021/02/15 00:00:00+00,166463,2021/08/04 00:01:52,,2019/12/09 00:00:00+00,J1772,public,,COLLEGE_CAMPUS,,
-77.198371,40.2049170000001,2622,ELEC,Dickinson College,380 W North St,,Carlisle,PA,17013,717-243-5121,,Public,"8am-5pm M-F college use only; open to public at all other times",,,2,,Non-Networked,,40.204917,-77.198371,2021/02/15 00:00:00+00,166464,2021/08/04 00:01:52,,2019/12/09 00:00:00+00,J1772,public,,COLLEGE_CAMPUS,,
-78.3988459999999,40.4260360000001,2623,ELEC,Presbyterian Village at Hollidaysburg,220 Newry St,,Holidaysburg,PA,16648,814-693-4000,,Public,"24 hours daily; for visitor use only",,,2,,ChargePoint Network,http://www.chargepoint.com/,40.426036,-78.398846,2021/08/04 00:00:00+00,166465,2022/02/10 19:42:29,,2019/12/10 00:00:00+00,J1772,public,,MULTI_UNIT_DWELLING,,
-75.403,40.0570000000001,2624,ELEC,Tredyffrin Public Library,582 Upper Gulph Rd,,Strafford,PA,19087,610-644-1400,,Public,24 hours daily,,,2,,Non-Networked,,40.057,-75.403,2022/08/10 00:00:00+00,166468,2022/08/10 13:32:10,,2020/01/27 00:00:00+00,J1772,public,,LIBRARY,Free,
-77.582468048,39.796831873,2625,ELEC,Presbyterian Senior Living - Quincy Village,6596 Orphanage Rd,,Waynesboro,PA,17268,717-749-2300,,Public,"24 hours daily; for guest use only",,,2,,ChargePoint Network,http://www.chargepoint.com/,39.7968318726787,-77.5824680481323,2021/10/12 00:00:00+00,166469,2022/02/10 19:42:29,,2019/12/10 00:00:00+00,J1772,public,,MULTI_UNIT_DWELLING,,
-76.296196257,40.0733069280001,2626,ELEC,Presbyterian Senior Living - The Long Community at Highland,600 E Roseville Rd,,Lancaster,PA,17601,717-381-4900,,Public,"24 hours daily; for guest use only",,,2,,ChargePoint Network,http://www.chargepoint.com/,40.0733069283935,-76.2961962566223,2021/10/12 00:00:00+00,166470,2022/02/10 19:42:29,,2019/12/10 00:00:00+00,J1772,public,,MULTI_UNIT_DWELLING,,
-75.28563,40.0087570000001,2627,ELEC,Montgomery Plaza,120 E Montgomery Ave,,Ardmore,PA,19003,610-649-4861,,Public,24 hours daily,,,2,,Non-Networked,,40.008757,-75.28563,2022/08/10 00:00:00+00,166472,2022/08/10 13:32:10,,2020/03/13 00:00:00+00,J1772,public,,SHOPPING_CENTER,,
-76.960967915,40.2003129880001,2628,ELEC,Holiday Inn Mechanicsburg,5011 Louise Dr,,Mechanicsburg,PA,17055,717-790-2540,,Public,24 hours daily,,,2,,Non-Networked,,40.2003129884854,-76.9609679153443,2021/02/15 00:00:00+00,166476,2021/08/04 00:01:52,,2020/05/05 00:00:00+00,J1772,public,,HOTEL,Free,
-76.320196,40.043145,2629,ELEC,F&M CHARGEPOINT F&M 1,800 Buchanan Ave,,Lancaster,PA,17603,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.043145,-76.320196,2022/08/19 00:00:00+00,166690,2022/08/19 01:20:02,,2020/09/09 00:00:00+00,J1772,public,,,,
-78.510451,40.0535320000001,2631,ELEC,"Sheetz 352 - Bedford, PA",4354 Business 220,,Bedford,PA,15522,833-632-2778,,Public,24 hours daily,,,,4,Electrify America,https://www.electrifyamerica.com/,40.053532,-78.510451,2022/08/19 00:00:00+00,167187,2022/08/19 01:47:31,,2020/09/30 00:00:00+00,CHADEMO J1772COMBO,public,,,,
-76.22362,40.0848100000001,2632,ELEC,Eurofins Lancaster Laboratories,2425 New Holland Pike,,Lancaster,PA,17601,855-885-9571,,Public,,,,2,,OpConnect,http://www.opconnect.com/,40.08481,-76.22362,2022/08/19 00:00:00+00,167190,2022/08/19 02:17:06,,2020/09/30 00:00:00+00,J1772,public,,,,
-77.236235,39.833108,2633,ELEC,GBURG COLLEGE STATION 2,260 Constitution Ave,,Gettysburg,PA,17325,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.833108,-77.236235,2022/08/19 00:00:00+00,167258,2022/08/19 01:21:54,,2020/10/03 00:00:00+00,J1772,public,,,,
-77.483571,39.909008,2634,ELEC,Caledonia State Park,101 Pine Grove Rd,,Fayetteville,PA,17222,717-352-2161,,Public,Sunrise to sunset daily,,,2,,Non-Networked,,39.909008,-77.483571,2020/11/09 00:00:00+00,167443,2021/03/11 23:22:17,,2020/10/05 00:00:00+00,J1772,public,,PARK,,
-75.968587,39.803998,2635,ELEC,STORE #1 STATION 1 - GW,250 Limestone Rd.,,Oxford,PA,19363,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.803998,-75.968587,2022/08/19 00:00:00+00,167470,2022/08/19 01:22:40,,2020/10/10 00:00:00+00,J1772,public,,,,
-75.716868,39.875166,2636,ELEC,STORE #1 STATION 2,101 E. Street Rd.,,Kennett Square,PA,19348,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.875166,-75.716868,2022/08/19 00:00:00+00,167471,2022/08/19 01:22:40,,2020/10/10 00:00:00+00,J1772,public,,,,
-76.92633,40.1101,2637,ELEC,AER AER ROUNDTOP 2,925 Roundtop Rd,,Lewisberry,PA,17339,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.1101,-76.92633,2022/08/19 00:00:00+00,167516,2022/08/19 01:22:53,,2020/10/14 00:00:00+00,J1772,public,,,,
-76.1790549999999,40.1776800000001,2638,ELEC,ELECTRIC DIV. STATION #1,124 S State St,,Ephrata,PA,17522,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.17768,-76.179055,2022/08/19 00:00:00+00,167517,2022/08/19 01:20:53,,2020/10/14 00:00:00+00,J1772,public,,,,
-76.1761519999999,40.1791700000001,2639,ELEC,ELECTRIC DIV. STATION 2,27 N State St,,Ephrata,PA,17522,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.17917,-76.176152,2022/08/19 00:00:00+00,167518,2022/08/19 01:20:53,,2020/10/14 00:00:00+00,J1772,public,,,,
-76.17221,40.1843700000001,2640,ELEC,ELECTRIC DIV. STATION 3,115 W Pine St,,Ephrata,PA,17522,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.18437,-76.17221,2022/08/19 00:00:00+00,167519,2022/08/19 01:20:53,,2020/10/14 00:00:00+00,J1772,public,,,,
-75.190366,39.9489350000001,2641,ELEC,Penn Museum Parking Garage,1 Convention Avenue,".
",Philadelphia,PA,19104,888-998-2546,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,3,,Blink Network,http://www.blinkcharging.com/,39.948935,-75.190366,2022/08/18 00:00:00+00,167530,2022/08/18 22:55:19,,2020/10/15 00:00:00+00,J1772,public,,,Level 2: $0.22 per kWh,
-75.197666,39.953788,2642,ELEC,Penn - 38th & Walnut Parking Garage,38th & Walnut Street,,Philadelphia,PA,19104,888-998-2546,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,4,,Blink Network,http://www.blinkcharging.com/,39.953788,-75.197666,2022/08/18 00:00:00+00,167531,2022/08/18 22:55:19,,2020/10/15 00:00:00+00,J1772,public,,,Level 2: $0.4 per kWh,
-77.198628,39.8439950000001,2643,ELEC,Sheetz - Tesla Supercharger,30 Camp Letterman Drive,,Gettysburg,PA,17325,877-798-3752,,Public,"24 hours daily; for Tesla use only",,,,8,Tesla,https://www.tesla.com/supercharger,39.843995,-77.198628,2021/10/11 00:00:00+00,167577,2021/11/04 18:37:47,,2020/10/12 00:00:00+00,TESLA,public,,CONVENIENCE_STORE,"$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW",
-75.5342469999999,40.06451,2644,ELEC,WSPT20VSP 7 GVP,7 Great Valley Pkwy,,Malvern,PA,19355,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.06451,-75.534247,2022/08/19 00:00:00+00,167594,2022/08/19 01:22:38,,2020/10/17 00:00:00+00,J1772,public,,,,
-75.533625,40.0651590000001,2645,ELEC,WSPT20VSP 5 GVP,5 Great Valley Pkwy,,Malvern,PA,19355,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.065159,-75.533625,2022/08/19 00:00:00+00,167710,2022/08/19 01:22:38,,2020/10/23 00:00:00+00,J1772,public,,,,
-75.532341,40.062348,2646,ELEC,WSPT20VSP 3 COUNTRY VIEW,3 Country View Rd,,Malvern,PA,19355,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.062348,-75.532341,2022/08/19 00:00:00+00,167754,2022/08/19 01:17:44,,2020/10/24 00:00:00+00,J1772,public,,,,
-75.464468,40.070701,2647,ELEC,WSPT20VSP 1400 LIBERTY R.,1400 Liberty Ridge Dr,,Chesterbrook,PA,19087,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.070701,-75.464468,2022/08/19 00:00:00+00,167769,2022/08/19 01:22:38,,2020/10/25 00:00:00+00,J1772,public,,,,
-75.464601,40.0690230000001,2648,ELEC,WSPT20VSP 1200 LIBERTY R.,1200 Liberty Ridge Dr,,Chesterbrook,PA,19087,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.069023,-75.464601,2022/08/19 00:00:00+00,167863,2022/08/19 01:22:39,,2020/10/27 00:00:00+00,J1772,public,,,,
-75.2201699999999,40.0228900000001,2649,ELEC,MANAYUNK LOCK STREET 2,9 Lock St,,Philadelphia,PA,19127,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.02289,-75.22017,2022/08/19 00:00:00+00,168078,2022/08/19 01:21:00,,2020/10/31 00:00:00+00,J1772,public,,,,
-75.130959,40.171477,2650,ELEC,WSPT HORSHAM 110 GIBRALTAR,110 Gibraltar Rd,,Horsham,PA,19044,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.171477,-75.130959,2022/08/19 00:00:00+00,168105,2022/08/19 01:22:23,,2020/11/03 00:00:00+00,J1772,public,,,,
-75.1376959999999,40.170957,2651,ELEC,WSPT HORSHAM 100 LAKESIDE DR,100 Lakeside Dr,,Horsham,PA,19044,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.170957,-75.137696,2022/08/19 00:00:00+00,168106,2022/08/19 01:22:23,,2020/11/03 00:00:00+00,J1772,public,,,,
-75.5318129999999,40.0630310000001,2652,ELEC,WSPT20VSP 1 COUNTRY VIEW,1 Country View Rd,,Malvern,PA,19355,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.063031,-75.531813,2022/08/19 00:00:00+00,168147,2022/08/19 01:20:22,,2020/11/05 00:00:00+00,J1772,public,,,,
-75.2273979999999,40.027316,2653,ELEC,MANAYUNK GREEN LANE 2,114 Green Ln,,Philadelphia,PA,19127,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,40.027316,-75.227398,2022/08/19 00:00:00+00,168178,2022/08/19 01:23:52,,2020/11/06 00:00:00+00,J1772,public,,,,
-75.180532,39.9500380000001,2654,ELEC,LOCUST SHARED STATION 1,201 S 25th St,,Philadelphia,PA,19103,888-758-4389,,Public,24 hours daily,,,2,,ChargePoint Network,http://www.chargepoint.com/,39.950038,-75.180532,2022/08/19 00:00:00+00,168355,2022/08/19 01:23:26,,2020/11/13 00:00:00+00,J1772,public,,,,
-75.175485,40.143016,2655,ELEC,Apex Fort Washington - Tesla Destination,600-602 W Office Center Drive,,Fort Washington,PA,19034,877-798-3752  877-798-3752,,Public,"24 hours daily; for customer use only; see front desk for access",,,5,,Tesla Destination,https://www.tesla.com/destination-charging,40.143016,-75.175485,2020/11/03 00:00:00+00,168582,2021/03/11 23:22:17,,2020/11/03 00:00:00+00,J1772 TESLA,public,,,Free,
-75.51653,40.1343460000001,2656,ELEC,Mill Street Lot - Tesla Destination,10 N Main St,,Phoenixville,PA,19460,877-798-3752  877-798-3752,,Public,"24 hours daily; for customer use only; see front desk for access",,,8,,Tesla Destination,https://www.tesla.com/destination-charging,40.134346,-75.51653,2020/11/03 00:00:00+00,168967,2021/03/11 23:22:17,,2020/11/03 00:00:00+00,J1772 TESLA,public,,,Free,
-78.5106299999999,39.998,2657,ELEC,Omni Bedford Springs Resort & Spa - Tesla Destination,2138 Business Route 220,,Bedford,PA,15522,877-798-3752  877-798-3752,,Public,"24 hours daily; for customer use only; see front desk for access",,,2,,Tesla Destination,https://www.tesla.com/destination-charging,39.998,-78.51063,2020/11/03 00:00:00+00,168995,2021/03/11 23:22:17,,2020/11/03 00:00:00+00,TESLA,public,,,Free,
-75.519194,40.134333,2658,ELEC,Taylor Alley Lot - Tesla Destination,300 Mill St,,Phoenixville,PA,19460,877-798-3752  877-798-3752,,Public,"24 hours daily; for customer use only; see front desk for access",,,6,,Tesla Destination,https://www.tesla.com/destination-charging,40.134333,-75.519194,2020/11/03 00:00:00+00,169159,2021/03/11 23:22:17,,2020/11/03 00:00:00+00,TESLA,public,,,Free,
-75.591984,39.9648520000001,2659,ELEC,West Chester Office Park - Tesla Destination,790 East Market St.,,West Chester,PA,19382,877-798-3752  877-798-3752,,Public,"24 hours daily; for customer use only; see front desk for access",,,4,,Tesla Destination,https://www.tesla.com/destination-charging,39.964852,-75.591984,2020/11/03 00:00:00+00,169261,2021/03/11 23:22:17,,2020/11/03 00:00:00+00,TESLA,public,,,Free,
-75.2608529999999,39.989294,2660,ELEC,Lankenau Parking Garage A,100 East Lancaster Avenue,"Lower Level
",Wynnewood,PA,19096,888-998-2546,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,1,,Blink Network,http://www.blinkcharging.com/,39.989294,-75.260853,2022/08/18 00:00:00+00,169444,2022/08/18 22:55:19,,2020/11/25 00:00:00+00,J1772,public,,,Level 2: $0.49 per kWh,
